frame,speed_kmh,steer_raw_nn,pid_steer,lane_error,steer_final,brake_raw,throttle_final,brake_final,steer_source
0,0.00,-0.0009,+0.0015,-0.0359,+0.0015,0.0520,0.0000,0.0520,pid
1,0.00,+0.0011,+0.0025,-0.0437,+0.0025,0.0569,0.0000,0.0569,pid
2,0.00,+0.0018,+0.0016,-0.0406,+0.0016,0.0569,0.0000,0.0569,pid
3,0.00,+0.0011,+0.0008,-0.0312,+0.0008,0.0567,0.0000,0.0567,pid
4,0.00,+0.0006,+0.0035,-0.0469,+0.0035,0.0581,0.0000,0.0581,pid
5,0.00,+0.0027,+0.0016,-0.0406,+0.0016,0.0583,0.0000,0.0583,pid
6,0.00,+0.0013,+0.0018,-0.0375,+0.0018,0.0599,0.0000,0.0599,pid
7,0.00,+0.0014,+0.0029,-0.0437,+0.0029,0.0576,0.0000,0.0576,pid
8,0.00,+0.0023,+0.0025,-0.0437,+0.0025,0.0542,0.0000,0.0542,pid
9,0.00,+0.0020,+0.0024,-0.0422,+0.0024,0.0565,0.0000,0.0565,pid
10,0.00,+0.0018,+0.0024,-0.0406,+0.0024,0.0574,0.0000,0.0574,pid
11,0.00,+0.0017,+0.0026,-0.0406,+0.0026,0.0569,0.0000,0.0569,pid
12,0.00,+0.0018,+0.0029,-0.0422,+0.0029,0.0565,0.0000,0.0565,pid
13,0.00,+0.0024,+0.0024,-0.0391,+0.0024,0.0554,0.0000,0.0554,pid
14,0.00,+0.0016,+0.0034,-0.0437,+0.0034,0.0556,0.0000,0.0556,pid
15,0.00,+0.0026,+0.0023,-0.0375,+0.0023,0.0539,0.0000,0.0539,pid
16,0.00,+0.0019,+0.0031,-0.0391,+0.0031,0.0570,0.0000,0.0570,pid
17,0.00,+0.0023,+0.0038,-0.0453,+0.0038,0.0562,0.0000,0.0562,pid
18,0.00,+0.0031,+0.0038,-0.0484,+0.0038,0.0550,0.0000,0.0550,pid
19,0.00,+0.0029,+0.0026,-0.0406,+0.0026,0.0570,0.0000,0.0570,pid
20,0.00,+0.0023,+0.0035,-0.0422,+0.0035,0.0565,0.0000,0.0565,pid
21,0.00,+0.0030,+0.0031,-0.0391,+0.0031,0.0419,0.0000,0.0419,pid
22,0.00,+0.0025,+0.0042,-0.0453,+0.0042,0.0391,0.0000,0.0391,pid
23,0.00,+0.0029,+0.0032,-0.0406,+0.0032,0.0513,0.0000,0.0513,pid
24,0.00,+0.0025,+0.0042,-0.0453,+0.0042,0.0573,0.0000,0.0573,pid
25,0.00,+0.0040,+0.0004,-0.0172,+0.0004,0.0392,0.0000,0.0392,pid
26,0.00,-0.0006,-0.0095,+0.0828,-0.0095,0.0282,0.0000,0.0282,pid
27,0.00,-0.0088,+0.0111,-0.0219,+0.0111,0.0337,0.0000,0.0337,pid
28,0.00,+0.0105,+0.0041,-0.0328,+0.0041,0.0348,0.0000,0.0348,pid
29,0.00,+0.0022,+0.0041,-0.0391,+0.0041,0.0419,0.0000,0.0419,pid
30,0.00,+0.0031,+0.0062,-0.0609,+0.0062,0.0467,0.0000,0.0467,pid
31,0.00,+0.0062,+0.0020,-0.0406,+0.0020,0.0431,0.0000,0.0431,pid
32,0.00,+0.0017,+0.0040,-0.0437,+0.0040,0.0476,0.0000,0.0476,pid
33,0.00,+0.0077,+0.0039,-0.0453,+0.0039,0.0464,0.0000,0.0464,pid
34,0.00,+0.0058,+0.0027,-0.0359,+0.0027,0.0447,0.0000,0.0447,pid
35,0.00,+0.0037,+0.0036,-0.0375,+0.0036,0.0469,0.0000,0.0469,pid
36,0.00,+0.0050,+0.0056,-0.0547,+0.0056,0.0443,0.0000,0.0443,pid
37,0.00,+0.0064,+0.0021,-0.0375,+0.0021,0.0438,0.0000,0.0438,pid
38,0.00,+0.0041,+0.0044,-0.0453,+0.0044,0.0458,0.0000,0.0458,pid
39,0.00,+0.0055,+0.0027,-0.0359,+0.0027,0.0472,0.0000,0.0472,pid
40,0.01,+0.0045,+0.0044,-0.0437,+0.0044,0.0497,0.0000,0.0497,pid
41,0.00,+0.0056,+0.0023,-0.0312,+0.0023,0.0479,0.0000,0.0479,pid
42,0.00,+0.0049,+0.0038,-0.0359,+0.0038,0.0444,0.0000,0.0444,pid
43,0.00,+0.0056,+0.0044,-0.0437,+0.0044,0.0425,0.0000,0.0425,pid
44,0.00,+0.0055,+0.0028,-0.0359,+0.0028,0.0423,0.0000,0.0423,pid
45,0.00,+0.0047,+0.0038,-0.0391,+0.0038,0.0436,0.0000,0.0436,pid
46,0.00,+0.0053,+0.0045,-0.0469,+0.0045,0.0464,0.0000,0.0464,pid
47,0.00,+0.0063,+0.0046,-0.0531,+0.0046,0.0441,0.0000,0.0441,pid
48,0.00,+0.0059,+0.0024,-0.0391,+0.0024,0.0443,0.0000,0.0443,pid
49,0.00,+0.0047,+0.0038,-0.0406,+0.0038,0.0443,0.0000,0.0443,pid
50,0.61,-0.0013,+0.0042,-0.0453,+0.0042,0.0626,0.0000,0.0626,pid
51,0.99,+0.0006,+0.0021,-0.0312,+0.0021,0.0738,0.0000,0.0738,pid
52,1.60,+0.0009,+0.0003,-0.0063,+0.0003,0.0892,0.0000,0.0892,pid
53,2.01,+0.0012,+0.0024,-0.0078,+0.0024,0.1019,0.0000,0.1019,pid
54,2.02,+0.0020,+0.0038,-0.0203,+0.0038,0.1021,0.0000,0.1021,pid
