frame,speed_kmh,steer_raw_nn,pid_steer,lane_error,steer_final,brake_raw,throttle_final,brake_final,steer_source
0,0.00,-0.0010,+0.0014,-0.0328,+0.0014,0.0000,0.6000,0.0000,pid
1,0.82,-0.0057,+0.0028,-0.0437,+0.0028,0.0000,0.5920,0.0000,pid
2,3.15,-0.0018,-0.0033,+0.0000,-0.0033,0.0000,0.5702,0.0000,pid
3,5.97,-0.0042,-0.0014,+0.0125,-0.0014,0.0000,0.5453,0.0000,pid
4,7.89,-0.0041,+0.0002,+0.0078,+0.0002,0.0000,0.5292,0.0000,pid
5,10.01,-0.0033,+0.0015,-0.0063,+0.0015,0.0000,0.5121,0.0000,pid
6,12.09,-0.0049,-0.0021,+0.0141,-0.0021,0.0000,0.4961,0.0000,pid
