frame,speed_kmh,steer_raw,steer_final,brake_raw,throttle_final,brake_final
0,0.00,-0.0033,-0.0016,0.0154,0.3000,0.0077
1,0.01,-0.0003,-0.0010,0.0031,0.4500,0.0054
2,0.01,+0.0017,+0.0004,0.0012,0.5250,0.0033
3,0.00,+0.0033,+0.0018,0.0009,0.5625,0.0021
4,0.01,+0.0044,+0.0031,0.0008,0.5812,0.0014
5,0.00,+0.0052,+0.0042,0.0007,0.5906,0.0011
6,0.00,+0.0061,+0.0052,0.0007,0.5953,0.0009
7,0.00,+0.0064,+0.0058,0.0007,0.5976,0.0008
8,0.00,+0.0067,+0.0062,0.0007,0.5988,0.0007
9,0.00,+0.0068,+0.0065,0.0007,0.5994,0.0007
10,0.00,+0.0070,+0.0068,0.0007,0.5997,0.0007
11,0.00,+0.0071,+0.0069,0.0007,0.5999,0.0007
12,0.00,+0.0071,+0.0070,0.0007,0.5999,0.0007
13,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
14,0.00,+0.0071,+0.0071,0.0006,0.6000,0.0007
15,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
16,0.00,+0.0072,+0.0072,0.0006,0.6000,0.0007
17,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
18,0.00,+0.0070,+0.0071,0.0007,0.6000,0.0007
19,0.00,+0.0072,+0.0071,0.0007,0.6000,0.0007
20,0.00,+0.0072,+0.0071,0.0006,0.6000,0.0007
21,0.00,+0.0073,+0.0072,0.0007,0.6000,0.0007
22,0.00,+0.0071,+0.0072,0.0007,0.6000,0.0007
23,0.00,+0.0070,+0.0071,0.0007,0.6000,0.0007
24,0.00,+0.0070,+0.0071,0.0007,0.6000,0.0007
25,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
26,0.00,+0.0070,+0.0070,0.0007,0.6000,0.0007
27,0.00,+0.0070,+0.0070,0.0007,0.6000,0.0007
28,0.00,+0.0070,+0.0070,0.0007,0.6000,0.0007
29,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
30,0.00,+0.0072,+0.0071,0.0007,0.6000,0.0007
31,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
32,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
33,0.00,+0.0073,+0.0072,0.0007,0.6000,0.0007
34,0.00,+0.0071,+0.0072,0.0007,0.6000,0.0007
35,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
36,0.00,+0.0070,+0.0071,0.0006,0.6000,0.0007
37,0.00,+0.0072,+0.0071,0.0007,0.6000,0.0007
38,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
39,0.00,+0.0072,+0.0072,0.0006,0.6000,0.0007
40,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
41,0.00,+0.0071,+0.0072,0.0007,0.6000,0.0007
42,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
43,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
44,0.00,+0.0073,+0.0072,0.0007,0.6000,0.0007
45,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
46,0.00,+0.0073,+0.0073,0.0007,0.6000,0.0007
47,0.00,+0.0073,+0.0073,0.0007,0.6000,0.0007
48,0.00,+0.0073,+0.0073,0.0007,0.6000,0.0007
49,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
50,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
51,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
52,0.00,+0.0072,+0.0072,0.0006,0.6000,0.0006
53,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
54,0.00,+0.0071,+0.0072,0.0007,0.6000,0.0007
55,0.00,+0.0072,+0.0072,0.0007,0.6000,0.0007
56,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
57,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
58,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
59,0.00,+0.0071,+0.0071,0.0006,0.6000,0.0007
60,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
61,0.00,+0.0070,+0.0071,0.0006,0.6000,0.0006
62,0.00,+0.0071,+0.0071,0.0007,0.6000,0.0007
63,0.00,+0.0072,+0.0071,0.0007,0.6000,0.0007
64,0.00,+0.0080,+0.0076,0.0007,0.6000,0.0007
65,0.00,+0.0080,+0.0078,0.0007,0.6000,0.0007
66,0.00,+0.0081,+0.0079,0.0007,0.6000,0.0007
67,0.00,+0.0082,+0.0081,0.0007,0.6000,0.0007
68,29.65,+0.0025,+0.0053,0.0017,0.5103,0.0012
69,16.31,-0.0004,+0.0025,0.0030,0.5009,0.0021
70,10.32,-0.0024,+0.0000,0.0022,0.5145,0.0022
71,13.03,-0.0036,-0.0018,0.0033,0.5128,0.0027
72,17.57,-0.0040,-0.0029,0.0030,0.4986,0.0029
73,22.00,-0.0040,-0.0035,0.0039,0.4791,0.0034
74,26.59,-0.0035,-0.0035,0.0042,0.4575,0.0038
75,30.00,-0.0031,-0.0033,0.0042,0.4382,0.0040
76,33.65,-0.0017,-0.0025,0.0045,0.4198,0.0043
77,36.14,-0.0014,-0.0019,0.0045,0.4050,0.0044
78,39.18,-0.0012,-0.0016,0.0044,0.3908,0.0044
79,40.96,-0.0013,-0.0014,0.0052,0.3798,0.0048
80,43.42,-0.0015,-0.0015,0.0053,0.3692,0.0051
81,44.95,-0.0016,-0.0015,0.0059,0.3607,0.0055
82,46.29,-0.0009,-0.0012,0.0065,0.3537,0.0060
83,47.66,-0.0012,-0.0012,0.0058,0.3474,0.0059
84,48.89,-0.0008,-0.0010,0.0062,0.3419,0.0060
85,50.11,-0.0004,-0.0007,0.0058,0.3367,0.0059
86,50.63,-0.0002,-0.0005,0.0062,0.3331,0.0060
87,50.87,-0.0007,-0.0006,0.0061,0.3308,0.0061
88,50.72,+0.0002,-0.0002,0.0070,0.3300,0.0065
89,50.93,+0.0008,+0.0003,0.0073,0.3291,0.0069
90,50.69,+0.0002,+0.0003,0.0070,0.3292,0.0070
91,50.65,+0.0006,+0.0005,0.0070,0.3293,0.0070
92,50.86,+0.0000,+0.0002,0.0067,0.3289,0.0069
93,50.74,+0.0000,+0.0001,0.0067,0.3290,0.0068
94,50.85,+0.0004,+0.0003,0.0061,0.3288,0.0064
95,50.95,+0.0010,+0.0006,0.0063,0.3285,0.0064
96,50.84,+0.0015,+0.0011,0.0056,0.3286,0.0060
97,50.86,+0.0026,+0.0018,0.0059,0.3286,0.0059
98,50.74,+0.0022,+0.0020,0.0053,0.3288,0.0056
99,50.82,+0.0028,+0.0024,0.0064,0.3288,0.0060
100,50.97,+0.0037,+0.0031,0.0059,0.3285,0.0059
101,50.65,+0.0025,+0.0028,0.0058,0.3289,0.0059
102,50.68,+0.0019,+0.0024,0.0053,0.3291,0.0056
103,50.89,+0.0008,+0.0016,0.0063,0.3288,0.0059
104,50.79,+0.0000,+0.0008,0.0070,0.3288,0.0065
105,50.79,+0.0009,+0.0009,0.0068,0.3288,0.0066
106,51.03,+0.0008,+0.0009,0.0073,0.3284,0.0069
107,50.44,+0.0008,+0.0008,0.0071,0.3293,0.0070
108,50.72,+0.0008,+0.0008,0.0071,0.3292,0.0071
109,50.65,+0.0007,+0.0008,0.0076,0.3293,0.0073
110,50.65,+0.0012,+0.0010,0.0061,0.3293,0.0067
111,50.87,+0.0005,+0.0008,0.0061,0.3289,0.0064
112,50.68,+0.0001,+0.0005,0.0072,0.3291,0.0068
113,50.70,+0.0002,+0.0003,0.0068,0.3292,0.0068
114,50.77,+0.0003,+0.0003,0.0062,0.3290,0.0065
115,50.78,-0.0002,+0.0000,0.0059,0.3290,0.0062
116,50.88,+0.0001,+0.0001,0.0065,0.3287,0.0064
