frame,speed_kmh,steer_raw_nn,pid_steer,lane_error,steer_final,brake_raw,throttle_final,brake_final,steer_source
0,0.00,-0.0012,+0.0014,-0.0328,+0.0011,0.0558,0.4800,0.0446,pid
1,0.00,+0.0038,+0.0018,-0.0359,+0.0017,0.0027,0.5760,0.0111,pid
2,0.02,+0.0028,+0.0028,-0.0453,+0.0026,0.0017,0.5950,0.0036,pid
3,0.02,+0.0034,+0.0016,-0.0406,+0.0018,0.0014,0.5987,0.0018,pid
4,0.03,+0.0026,+0.0018,-0.0391,+0.0018,0.0014,0.5994,0.0015,pid
5,0.00,+0.0027,+0.0030,-0.0469,+0.0027,0.0014,0.5998,0.0014,pid
6,0.00,+0.0039,+0.0017,-0.0406,+0.0019,0.0014,0.6000,0.0014,pid
7,0.00,+0.0036,+0.0030,-0.0469,+0.0028,0.0013,0.6000,0.0013,pid
8,0.00,+0.0038,+0.0009,-0.0328,+0.0013,0.0013,0.6000,0.0013,pid
9,0.00,+0.0029,+0.0021,-0.0328,+0.0019,0.0014,0.6000,0.0014,pid
10,0.00,+0.0035,+0.0024,-0.0344,+0.0023,0.0013,0.6000,0.0013,pid
11,0.00,+0.0040,+0.0023,-0.0344,+0.0023,0.0013,0.6000,0.0013,pid
12,0.00,+0.0038,+0.0027,-0.0375,+0.0027,0.0013,0.6000,0.0013,pid
13,0.00,+0.0038,+0.0033,-0.0437,+0.0032,0.0013,0.6000,0.0013,pid
14,0.00,+0.0045,+0.0025,-0.0406,+0.0027,0.0013,0.6000,0.0013,pid
15,0.00,+0.0042,+0.0034,-0.0453,+0.0033,0.0013,0.6000,0.0013,pid
16,0.00,+0.0046,+0.0026,-0.0406,+0.0027,0.0012,0.6000,0.0013,pid
17,0.00,+0.0035,+0.0038,-0.0469,+0.0036,0.0014,0.6000,0.0014,pid
18,0.00,+0.0048,+0.0028,-0.0422,+0.0030,0.0012,0.6000,0.0013,pid
19,0.00,+0.0042,+0.0042,-0.0500,+0.0040,0.0013,0.6000,0.0013,pid
