frame,speed_kmh,steer_raw_nn,pid_steer,lane_error,steer_final,brake_raw,throttle_final,brake_final,steer_source
0,0.00,-0.0012,+0.0029,-0.0688,+0.0023,0.0545,0.4799,0.0436,pid
1,0.00,+0.0043,+0.0057,-0.0906,+0.0050,0.0027,0.5760,0.0108,pid
2,0.02,+0.0053,+0.0047,-0.0953,+0.0048,0.0014,0.5950,0.0033,pid
3,0.02,+0.0056,+0.0078,-0.1219,+0.0072,0.0014,0.5988,0.0018,pid
4,0.02,+0.0064,+0.0007,-0.0797,+0.0020,0.0014,0.5995,0.0015,pid
5,0.00,+0.0035,-0.0022,-0.0266,-0.0014,0.0012,0.5999,0.0013,pid
6,0.00,+0.0014,+0.0128,-0.1141,+0.0099,0.0016,0.6000,0.0015,pid
7,0.00,+0.0092,+0.0029,-0.0891,+0.0043,0.0016,0.6000,0.0016,pid
8,0.00,+0.0055,+0.0061,-0.0969,+0.0057,0.0014,0.6000,0.0014,pid
9,0.00,+0.0059,+0.0081,-0.1172,+0.0076,0.0014,0.6000,0.0014,pid
10,0.00,+0.0064,+0.0039,-0.0938,+0.0046,0.0014,0.6000,0.0014,pid
11,0.00,+0.0050,+0.0050,-0.0875,+0.0049,0.0013,0.6000,0.0013,pid
12,0.00,+0.0055,+0.0098,-0.1234,+0.0088,0.0013,0.6000,0.0013,pid
13,0.00,+0.0071,+0.0090,-0.1406,+0.0090,0.0014,0.6000,0.0014,pid
14,0.00,+0.0084,+0.0011,-0.0859,+0.0026,0.0016,0.6000,0.0016,pid
15,0.00,+0.0039,+0.0064,-0.0938,+0.0056,0.0013,0.6000,0.0013,pid
16,0.00,+0.0053,+0.0073,-0.1062,+0.0069,0.0013,0.6000,0.0013,pid
17,0.00,+0.0065,+0.0109,-0.1453,+0.0101,0.0013,0.6000,0.0013,pid
18,0.00,+0.0077,+0.0039,-0.1125,+0.0051,0.0014,0.6000,0.0014,pid
19,0.00,+0.0052,+0.0052,-0.1016,+0.0052,0.0011,0.6000,0.0011,pid
20,0.00,+0.0053,+0.0042,-0.0859,+0.0044,0.0013,0.6000,0.0013,pid
21,0.00,+0.0052,+0.0064,-0.0938,+0.0060,0.0014,0.6000,0.0014,pid
22,0.00,+0.0057,+0.0131,-0.1547,+0.0116,0.0012,0.6000,0.0012,pid
23,0.00,+0.0087,+0.0031,-0.1125,+0.0048,0.0015,0.6000,0.0014,pid
24,0.00,+0.0051,-0.0019,-0.0422,-0.0006,0.0012,0.6000,0.0012,pid
25,0.00,+0.0019,+0.0080,-0.0781,+0.0063,0.0016,0.6000,0.0015,pid
26,0.00,+0.0059,+0.0136,-0.1484,+0.0121,0.0013,0.6000,0.0014,pid
27,0.00,+0.0092,+0.0016,-0.0953,+0.0037,0.0015,0.6000,0.0015,pid
28,1.40,-0.0039,+0.0086,-0.1187,+0.0076,0.0021,0.5849,0.0020,pid
29,5.57,-0.0017,-0.0060,-0.0125,-0.0033,0.0064,0.5409,0.0055,pid
30,8.11,-0.0053,+0.0119,-0.0906,+0.0088,0.0136,0.5095,0.0120,pid
31,9.86,+0.0004,+0.0039,-0.0766,+0.0049,0.0363,0.4885,0.0314,pid
32,11.62,-0.0031,+0.0081,-0.1016,+0.0074,0.0474,0.4702,0.0442,pid
33,13.96,-0.0053,-0.0022,-0.0328,-0.0003,0.0631,0.4487,0.0593,pid
34,15.85,-0.0056,+0.0024,-0.0250,+0.0018,0.0610,0.4306,0.0607,pid
35,18.81,-0.0078,+0.0139,-0.1156,+0.0115,0.0573,0.4065,0.0580,pid
36,22.13,+0.0001,+0.0023,-0.0797,+0.0041,0.0580,0.3803,0.0580,pid
37,24.78,+0.0013,-0.0232,+0.1547,-0.0178,0.0629,0.3590,0.0620,pid
38,27.19,-0.0102,-0.0079,+0.1797,-0.0098,0.0591,0.3406,0.0597,pid
39,29.35,-0.0056,+0.0096,+0.0500,+0.0057,0.0543,0.3249,0.0554,pid
40,31.23,+0.0026,-0.0167,+0.1797,-0.0122,0.0456,0.3117,0.0476,pid
41,33.53,-0.0069,-0.0050,+0.1656,-0.0064,0.0369,0.2971,0.0390,pid
42,35.08,-0.0037,+0.0193,-0.0453,+0.0142,0.0285,0.2863,0.0306,pid
43,36.64,+0.0065,+0.0063,-0.0766,+0.0079,0.0311,0.2764,0.0310,pid
44,38.13,+0.0035,+0.0120,-0.1422,+0.0112,0.0340,0.2673,0.0334,pid
45,39.36,+0.0054,-0.0031,-0.0594,-0.0002,0.0428,0.2597,0.0409,pid
46,40.54,-0.0014,+0.0079,-0.0938,+0.0063,0.0393,0.2527,0.0396,pid
47,41.47,+0.0018,-0.0143,+0.0672,-0.0102,0.0438,0.2470,0.0430,pid
48,42.29,-0.0081,+0.0091,-0.0203,+0.0052,0.0355,0.2422,0.0370,pid
49,42.95,+0.0006,+0.0174,-0.1453,+0.0150,0.0503,0.2383,0.0476,pid
50,43.55,+0.0066,+0.0002,-0.0844,+0.0032,0.0609,0.2349,0.0583,pid
51,44.04,-0.0002,+0.0072,-0.1000,+0.0064,0.0585,0.2320,0.0584,pid
52,44.19,+0.0025,+0.0109,-0.1406,+0.0100,0.0606,0.2308,0.0602,pid
53,44.50,+0.0052,+0.0050,-0.1187,+0.0060,0.0520,0.2292,0.0537,pid
54,44.72,+0.0038,+0.0126,-0.1672,+0.0112,0.0401,0.2280,0.0428,pid
55,45.16,+0.0067,-0.0016,-0.0813,+0.0009,0.0472,0.2258,0.0463,pid
56,45.31,+0.0008,+0.0144,-0.1578,+0.0117,0.0422,0.2247,0.0430,pid
57,45.78,+0.0079,-0.0078,-0.0234,-0.0039,0.0441,0.2225,0.0439,pid
58,46.09,-0.0003,+0.0161,-0.1328,+0.0121,0.0378,0.2207,0.0390,pid
59,46.19,+0.0077,+0.0126,-0.1766,+0.0125,0.0371,0.2200,0.0375,pid
60,46.39,+0.0082,+0.0040,-0.1344,+0.0057,0.0362,0.2189,0.0365,pid
61,46.76,+0.0043,+0.0023,-0.0922,+0.0030,0.0344,0.2172,0.0348,pid
62,47.11,+0.0032,-0.0001,-0.0437,+0.0005,0.0268,0.2154,0.0284,pid
63,47.24,+0.0020,+0.0189,-0.1703,+0.0152,0.0188,0.2144,0.0207,pid
64,46.82,+0.0118,+0.0088,-0.1703,+0.0101,0.0217,0.2160,0.0215,pid
65,46.67,+0.0103,+0.0088,-0.1703,+0.0091,0.0183,0.2170,0.0189,pid
66,46.72,+0.0064,+0.0088,-0.1703,+0.0089,0.0221,0.2169,0.0214,pid
67,41.80,+0.0064,+0.0049,-0.1375,+0.0057,0.0239,0.2384,0.0234,pid
68,45.07,+0.0049,+0.0075,-0.1375,+0.0071,0.0184,0.2283,0.0194,pid
69,41.51,+0.0048,+0.0435,-0.4375,+0.0362,0.0145,0.2420,0.0155,pid
70,45.01,+0.0263,+0.0195,-0.4375,+0.0228,0.0150,0.2292,0.0151,pid
71,0.09,+0.0129,+0.0195,-0.4375,+0.0202,0.0065,0.5248,0.0082,pid
72,0.04,+0.0131,-0.0229,-0.0844,-0.0143,0.0028,0.5845,0.0039,pid
73,0.02,-0.0068,+0.0089,-0.1141,+0.0043,0.0021,0.5967,0.0025,pid
74,0.02,+0.0046,+0.0049,-0.1000,+0.0048,0.0013,0.5991,0.0015,pid
75,0.01,+0.0045,+0.0075,-0.1125,+0.0070,0.0013,0.5998,0.0013,pid
76,0.00,+0.0068,+0.0084,-0.1281,+0.0081,0.0016,0.5999,0.0015,pid
77,0.01,+0.0067,+0.0090,-0.1437,+0.0088,0.0014,0.5999,0.0014,pid
78,0.08,+0.0061,+0.0034,-0.1078,+0.0045,0.0017,0.5991,0.0016,pid
79,0.09,+0.0037,+0.0016,-0.0688,+0.0022,0.0014,0.5989,0.0014,pid
80,0.07,+0.0029,+0.0100,-0.1125,+0.0084,0.0014,0.5990,0.0014,pid
81,0.04,+0.0065,+0.0121,-0.1594,+0.0114,0.0014,0.5993,0.0014,pid
