frame,speed_kmh,steer_raw_nn,pid_steer,lane_error,steer_final,brake_raw,throttle_final,brake_final,steer_source
0,0.00,-0.0008,+0.0037,-0.0891,+0.0030,0.0548,0.4800,0.0439,pid
1,0.00,+0.0049,+0.0205,-0.2250,+0.0170,0.0026,0.5760,0.0109,pid
2,0.02,+0.0116,-0.0193,+0.0156,-0.0120,0.0021,0.5949,0.0038,pid
3,0.02,-0.0066,+0.0026,-0.0063,-0.0003,0.0018,0.5987,0.0022,pid
4,0.03,+0.0014,-0.0146,+0.1203,-0.0117,0.0016,0.5994,0.0017,pid
5,0.00,-0.0059,+0.0026,+0.0609,-0.0003,0.0017,0.5999,0.0017,pid
6,0.00,+0.0016,-0.0017,+0.0563,-0.0015,0.0014,0.6000,0.0015,pid
7,0.00,+0.0006,+0.0174,-0.1047,+0.0136,0.0016,0.6000,0.0015,pid
8,0.00,+0.0103,-0.0130,+0.0406,-0.0077,0.0017,0.6000,0.0017,pid
9,0.00,-0.0033,+0.0041,-0.0047,+0.0017,0.0017,0.6000,0.0017,pid
10,0.00,+0.0032,+0.0272,-0.2234,+0.0221,0.0013,0.6000,0.0014,pid
11,0.00,+0.0163,-0.0010,-0.1328,+0.0037,0.0020,0.6000,0.0018,pid
12,0.00,+0.0049,-0.0005,-0.0750,+0.0003,0.0013,0.6000,0.0014,pid
13,0.00,+0.0022,+0.0003,-0.0422,+0.0003,0.0014,0.6000,0.0014,pid
14,0.00,+0.0024,+0.0156,-0.1453,+0.0125,0.0014,0.6000,0.0014,pid
15,0.00,+0.0095,+0.0135,-0.1938,+0.0133,0.0015,0.6000,0.0015,pid
16,0.00,+0.0093,-0.0269,+0.1094,-0.0189,0.0016,0.6000,0.0016,pid
17,0.00,-0.0103,+0.0355,-0.2062,+0.0246,0.0018,0.6000,0.0017,pid
18,0.00,+0.0170,-0.0155,+0.0078,-0.0074,0.0023,0.6000,0.0021,pid
19,0.00,-0.0032,-0.0083,+0.0891,-0.0081,0.0017,0.6000,0.0018,pid
20,0.00,-0.0035,+0.0133,-0.0359,+0.0090,0.0016,0.6000,0.0016,pid
21,0.00,+0.0069,+0.0199,-0.1734,+0.0178,0.0015,0.6000,0.0015,pid
22,0.00,+0.0127,+0.0224,-0.2859,+0.0215,0.0019,0.6000,0.0018,pid
23,0.00,+0.0152,-0.0323,+0.0938,-0.0215,0.0019,0.6000,0.0019,pid
24,0.00,-0.0119,+0.0076,+0.0141,+0.0018,0.0019,0.6000,0.0019,pid
25,0.00,+0.0034,+0.0121,-0.0750,+0.0100,0.0013,0.6000,0.0014,pid
26,0.00,+0.0081,+0.0056,-0.0797,+0.0065,0.0015,0.6000,0.0015,pid
27,0.00,+0.0058,-0.0046,+0.0016,-0.0024,0.0013,0.6000,0.0013,pid
28,0.00,+0.0003,+0.0126,-0.0875,+0.0096,0.0014,0.6000,0.0014,pid
29,0.00,+0.0077,-0.0109,+0.0484,-0.0068,0.0015,0.6000,0.0015,pid
30,0.00,-0.0028,+0.0151,-0.0766,+0.0107,0.0017,0.6000,0.0017,pid
31,0.00,+0.0077,+0.0131,-0.1437,+0.0126,0.0016,0.6000,0.0016,pid
32,0.00,+0.0095,-0.0118,+0.0187,-0.0069,0.0016,0.6000,0.0016,pid
33,0.00,-0.0028,+0.0076,-0.0344,+0.0047,0.0017,0.6000,0.0017,pid
34,0.00,+0.0048,+0.0120,-0.1062,+0.0105,0.0013,0.6000,0.0014,pid
35,0.00,+0.0083,-0.0056,-0.0078,-0.0023,0.0014,0.6000,0.0014,pid
36,0.00,+0.0000,-0.0030,+0.0359,-0.0029,0.0016,0.6000,0.0015,pid
37,0.00,+0.0003,+0.0067,-0.0156,+0.0048,0.0016,0.6000,0.0016,pid
38,0.00,+0.0050,+0.0073,-0.0547,+0.0068,0.0014,0.6000,0.0014,pid
39,0.00,+0.0060,+0.0074,-0.0813,+0.0073,0.0014,0.6000,0.0014,pid
40,0.00,+0.0069,-0.0152,+0.0875,-0.0107,0.0015,0.6000,0.0015,pid
41,0.00,-0.0058,+0.0128,-0.0328,+0.0081,0.0015,0.6000,0.0015,pid
42,0.00,+0.0068,-0.0009,+0.0016,+0.0009,0.0014,0.6000,0.0014,pid
43,0.00,+0.0029,+0.0149,-0.1062,+0.0121,0.0015,0.6000,0.0015,pid
