frame,speed_kmh,steer_raw_nn,pid_steer,lane_error,steer_final,brake_raw,throttle_final,brake_final,steer_source
0,0.00,-0.0010,+0.0015,-0.0359,+0.0015,0.0549,0.5999,0.0549,pid
1,0.00,+0.0047,+0.0020,-0.0391,+0.0020,0.0012,0.6000,0.0012,pid
2,0.05,+0.0023,+0.0020,-0.0406,+0.0020,0.0014,0.5994,0.0014,pid
3,0.03,+0.0030,+0.0019,-0.0406,+0.0019,0.0013,0.5996,0.0013,pid
4,0.02,+0.0033,+0.0013,-0.0344,+0.0013,0.0014,0.5998,0.0014,pid
5,0.00,+0.0034,+0.0028,-0.0422,+0.0028,0.0013,0.6000,0.0013,pid
6,0.00,+0.0045,+0.0020,-0.0406,+0.0020,0.0014,0.6000,0.0014,pid
7,0.00,+0.0040,+0.0021,-0.0391,+0.0021,0.0014,0.6000,0.0014,pid
8,0.00,+0.0042,+0.0019,-0.0359,+0.0019,0.0014,0.6000,0.0014,pid
9,0.00,+0.0036,+0.0028,-0.0406,+0.0028,0.0014,0.6000,0.0014,pid
10,0.00,+0.0043,+0.0040,-0.0531,+0.0040,0.0011,0.6000,0.0011,pid
11,0.00,+0.0051,+0.0004,-0.0312,+0.0004,0.0013,0.6000,0.0013,pid
12,0.00,+0.0021,+0.0028,-0.0359,+0.0028,0.0012,0.6000,0.0012,pid
13,0.00,+0.0040,+0.0037,-0.0453,+0.0037,0.0014,0.6000,0.0014,pid
14,0.00,+0.0045,+0.0021,-0.0375,+0.0021,0.0014,0.6000,0.0014,pid
15,0.00,+0.0037,+0.0039,-0.0469,+0.0039,0.0013,0.6000,0.0013,pid
16,0.00,+0.0051,+0.0029,-0.0437,+0.0029,0.0014,0.6000,0.0014,pid
17,0.00,+0.0047,+0.0028,-0.0406,+0.0028,0.0015,0.6000,0.0015,pid
18,0.00,+0.0041,+0.0032,-0.0406,+0.0032,0.0014,0.6000,0.0014,pid
19,0.00,+0.0044,+0.0040,-0.0469,+0.0040,0.0014,0.6000,0.0014,pid
20,0.00,+0.0052,+0.0036,-0.0469,+0.0036,0.0014,0.6000,0.0014,pid
