frame,speed_kmh,steer_raw_nn,pid_steer,lane_error,steer_final,brake_raw,throttle_final,brake_final,steer_source
0,0.00,-0.0007,+0.0018,-0.0437,+0.0018,0.0539,0.6000,0.0539,pid
1,0.00,+0.0050,+0.0023,-0.0469,+0.0023,0.0012,0.6000,0.0012,pid
2,0.05,+0.0029,+0.0016,-0.0422,+0.0016,0.0014,0.5993,0.0014,pid
3,0.03,+0.0031,+0.0011,-0.0344,+0.0011,0.0013,0.5996,0.0013,pid
4,0.02,+0.0028,+0.0027,-0.0422,+0.0027,0.0015,0.5997,0.0015,pid
5,0.00,+0.0046,+0.0020,-0.0406,+0.0020,0.0012,0.6000,0.0012,pid
6,0.00,+0.0041,+0.0020,-0.0391,+0.0020,0.0014,0.6000,0.0014,pid
7,0.00,+0.0041,+0.0030,-0.0453,+0.0030,0.0015,0.6000,0.0015,pid
8,0.00,+0.0042,+0.0020,-0.0406,+0.0020,0.0013,0.6000,0.0013,pid
9,0.00,+0.0040,+0.0030,-0.0453,+0.0030,0.0015,0.6000,0.0015,pid
10,0.00,+0.0049,+0.0031,-0.0484,+0.0031,0.0015,0.6000,0.0015,pid
11,0.00,+0.0039,+0.0005,-0.0281,+0.0005,0.0012,0.6000,0.0012,pid
12,0.00,+0.0025,+0.0035,-0.0391,+0.0035,0.0015,0.6000,0.0015,pid
13,0.00,+0.0048,+0.0031,-0.0422,+0.0031,0.0014,0.6000,0.0014,pid
14,0.00,+0.0046,+0.0029,-0.0422,+0.0029,0.0012,0.6000,0.0012,pid
15,0.00,+0.0046,+0.0019,-0.0328,+0.0019,0.0012,0.6000,0.0012,pid
16,0.00,+0.0041,+0.0033,-0.0375,+0.0033,0.0014,0.6000,0.0014,pid
17,0.00,+0.0044,+0.0026,-0.0344,+0.0026,0.0013,0.6000,0.0013,pid
18,0.00,+0.0047,+0.0042,-0.0453,+0.0042,0.0014,0.6000,0.0014,pid
19,0.00,+0.0050,+0.0025,-0.0375,+0.0025,0.0014,0.6000,0.0014,pid
20,0.00,+0.0041,+0.0032,-0.0375,+0.0032,0.0015,0.6000,0.0015,pid
21,0.00,+0.0048,+0.0040,-0.0437,+0.0040,0.0014,0.6000,0.0014,pid
22,0.00,+0.0049,+0.0040,-0.0469,+0.0040,0.0013,0.6000,0.0013,pid
23,0.00,+0.0054,+0.0036,-0.0453,+0.0036,0.0014,0.6000,0.0014,pid
24,0.00,+0.0049,+0.0040,-0.0469,+0.0040,0.0015,0.6000,0.0015,pid
25,0.00,+0.0070,+0.0003,-0.0172,+0.0003,0.0011,0.6000,0.0011,pid
26,0.00,+0.0023,-0.0053,+0.0484,-0.0053,0.0009,0.6000,0.0009,pid
27,0.00,-0.0014,-0.0034,+0.0750,-0.0034,0.0008,0.6000,0.0008,pid
28,0.00,+0.0020,+0.0110,-0.0266,+0.0110,0.0008,0.6000,0.0008,pid
29,0.00,+0.0099,+0.0073,-0.0625,+0.0073,0.0011,0.6000,0.0011,pid
30,0.00,+0.0100,+0.0045,-0.0625,+0.0045,0.0013,0.6000,0.0013,pid
31,0.00,+0.0054,+0.0039,-0.0578,+0.0039,0.0013,0.6000,0.0013,pid
32,0.00,+0.0060,+0.0023,-0.0406,+0.0023,0.0012,0.6000,0.0012,pid
33,0.00,+0.0075,+0.0034,-0.0391,+0.0034,0.0011,0.6000,0.0011,pid
34,0.00,+0.0101,+0.0038,-0.0406,+0.0038,0.0012,0.6000,0.0012,pid
35,0.00,+0.0085,+0.0032,-0.0375,+0.0032,0.0010,0.6000,0.0010,pid
36,0.00,+0.0074,+0.0044,-0.0453,+0.0044,0.0010,0.6000,0.0010,pid
37,0.00,+0.0082,+0.0040,-0.0469,+0.0040,0.0010,0.6000,0.0010,pid
38,0.00,+0.0068,+0.0043,-0.0500,+0.0043,0.0010,0.6000,0.0010,pid
39,0.00,+0.0076,+0.0016,-0.0297,+0.0016,0.0010,0.6000,0.0010,pid
40,0.00,+0.0061,+0.0056,-0.0500,+0.0056,0.0010,0.6000,0.0010,pid
41,0.00,+0.0108,+0.0032,-0.0437,+0.0032,0.0010,0.6000,0.0010,pid
42,0.00,+0.0077,+0.0026,-0.0344,+0.0026,0.0009,0.6000,0.0009,pid
43,0.00,+0.0089,+0.0051,-0.0484,+0.0051,0.0010,0.6000,0.0010,pid
44,0.00,+0.0093,+0.0041,-0.0500,+0.0041,0.0011,0.6000,0.0011,pid
45,0.00,+0.0100,+0.0029,-0.0406,+0.0029,0.0010,0.6000,0.0010,pid
46,0.00,+0.0095,+0.0044,-0.0469,+0.0044,0.0009,0.6000,0.0009,pid
47,0.00,+0.0100,+0.0037,-0.0453,+0.0037,0.0010,0.6000,0.0010,pid
48,0.00,+0.0088,+0.0038,-0.0453,+0.0038,0.0010,0.6000,0.0010,pid
49,0.00,+0.0100,+0.0027,-0.0359,+0.0027,0.0010,0.6000,0.0010,pid
50,0.00,+0.0092,+0.0042,-0.0422,+0.0042,0.0010,0.6000,0.0010,pid
51,0.00,+0.0077,+0.0028,-0.0344,+0.0028,0.0010,0.6000,0.0010,pid
52,0.00,+0.0071,+0.0051,-0.0484,+0.0051,0.0011,0.6000,0.0011,pid
53,0.00,+0.0092,+0.0036,-0.0453,+0.0036,0.0011,0.6000,0.0011,pid
54,0.00,+0.0064,+0.0047,-0.0531,+0.0047,0.0011,0.6000,0.0011,pid
55,0.00,+0.0078,+0.0030,-0.0437,+0.0030,0.0011,0.6000,0.0011,pid
56,0.00,+0.0070,+0.0036,-0.0422,+0.0036,0.0013,0.6000,0.0013,pid
57,0.00,+0.0076,+0.0022,-0.0297,+0.0022,0.0010,0.6000,0.0010,pid
58,0.00,+0.0070,+0.0049,-0.0437,+0.0049,0.0010,0.6000,0.0010,pid
59,0.00,+0.0078,-0.0053,+0.0312,-0.0053,0.0007,0.6000,0.0007,pid
60,0.00,-0.0008,-0.0059,+0.0844,-0.0059,0.0007,0.6000,0.0007,pid
61,0.00,-0.0006,+0.0022,+0.0516,+0.0022,0.0007,0.6000,0.0007,pid
62,0.00,+0.0055,-0.0127,+0.1516,-0.0127,0.0007,0.6000,0.0007,pid
63,0.00,-0.0062,+0.0188,-0.0437,+0.0188,0.0012,0.6000,0.0012,pid
64,0.00,+0.0165,+0.0037,-0.0469,+0.0037,0.0017,0.6000,0.0017,pid
65,0.00,+0.0072,+0.0022,-0.0359,+0.0022,0.0009,0.6000,0.0009,pid
66,0.00,+0.0056,+0.0035,-0.0391,+0.0035,0.0010,0.6000,0.0010,pid
67,0.00,+0.0092,+0.0031,-0.0375,+0.0031,0.0010,0.6000,0.0010,pid
68,0.00,+0.0072,+0.0041,-0.0437,+0.0041,0.0010,0.6000,0.0010,pid
69,0.00,+0.0078,+0.0043,-0.0484,+0.0043,0.0009,0.6000,0.0009,pid
70,0.00,+0.0075,+0.0032,-0.0422,+0.0032,0.0010,0.6000,0.0010,pid
71,0.00,+0.0065,+0.0033,-0.0391,+0.0033,0.0009,0.6000,0.0009,pid
72,0.00,+0.0087,+0.0034,-0.0375,+0.0034,0.0011,0.6000,0.0011,pid
73,0.00,+0.0085,+0.0035,-0.0375,+0.0035,0.0010,0.6000,0.0010,pid
74,0.00,+0.0081,+0.0050,-0.0500,+0.0050,0.0008,0.6000,0.0008,pid
75,0.00,+0.0094,+0.0038,-0.0484,+0.0038,0.0010,0.6000,0.0010,pid
76,0.00,+0.0082,+0.0036,-0.0453,+0.0036,0.0009,0.6000,0.0009,pid
77,0.00,+0.0090,+0.0042,-0.0484,+0.0042,0.0010,0.6000,0.0010,pid
78,0.00,+0.0086,+0.0032,-0.0422,+0.0032,0.0010,0.6000,0.0010,pid
79,0.00,+0.0059,+0.0041,-0.0453,+0.0041,0.0011,0.6000,0.0011,pid
80,0.00,+0.0070,+0.0034,-0.0422,+0.0034,0.0012,0.6000,0.0012,pid
81,0.00,+0.0073,+0.0042,-0.0469,+0.0042,0.0010,0.6000,0.0010,pid
82,0.00,+0.0070,+0.0018,-0.0297,+0.0018,0.0010,0.6000,0.0010,pid
83,0.00,+0.0058,+0.0043,-0.0391,+0.0043,0.0012,0.6000,0.0012,pid
84,0.00,+0.0074,+0.0023,-0.0281,+0.0023,0.0010,0.6000,0.0010,pid
85,0.00,+0.0056,+0.0044,-0.0391,+0.0044,0.0012,0.6000,0.0012,pid
86,0.00,+0.0071,+0.0028,-0.0328,+0.0028,0.0012,0.6000,0.0012,pid
87,0.00,+0.0063,+0.0026,-0.0266,+0.0026,0.0012,0.6000,0.0012,pid
88,0.00,+0.0062,+0.0048,-0.0406,+0.0048,0.0011,0.6000,0.0011,pid
89,0.00,+0.0076,+0.0040,-0.0437,+0.0040,0.0011,0.6000,0.0011,pid
90,0.00,+0.0066,+0.0036,-0.0422,+0.0036,0.0011,0.6000,0.0011,pid
91,0.00,+0.0072,+0.0052,-0.0547,+0.0052,0.0011,0.6000,0.0011,pid
92,0.00,+0.0080,+0.0027,-0.0422,+0.0027,0.0013,0.6000,0.0013,pid
93,0.00,+0.0064,+0.0029,-0.0359,+0.0029,0.0011,0.6000,0.0011,pid
94,0.00,+0.0059,+0.0042,-0.0422,+0.0042,0.0010,0.6000,0.0010,pid
95,0.00,+0.0059,+0.0041,-0.0453,+0.0041,0.0013,0.6000,0.0013,pid
96,0.00,+0.0067,+0.0027,-0.0359,+0.0027,0.0009,0.6000,0.0009,pid
97,0.00,+0.0053,+0.0047,-0.0469,+0.0047,0.0011,0.6000,0.0011,pid
98,0.00,+0.0083,+0.0031,-0.0406,+0.0031,0.0010,0.6000,0.0010,pid
99,0.00,+0.0058,+0.0029,-0.0344,+0.0029,0.0011,0.6000,0.0011,pid
100,0.00,+0.0053,+0.0026,-0.0281,+0.0026,0.0009,0.6000,0.0009,pid
101,0.00,+0.0056,+0.0044,-0.0391,+0.0044,0.0011,0.6000,0.0011,pid
102,0.00,+0.0088,+0.0030,-0.0344,+0.0030,0.0012,0.6000,0.0012,pid
103,0.00,+0.0056,+0.0045,-0.0437,+0.0045,0.0010,0.6000,0.0010,pid
104,0.00,+0.0085,+0.0039,-0.0453,+0.0039,0.0013,0.6000,0.0013,pid
105,0.00,+0.0069,+0.0027,-0.0359,+0.0027,0.0012,0.6000,0.0012,pid
106,0.00,+0.0073,+0.0038,-0.0391,+0.0038,0.0012,0.6000,0.0012,pid
107,0.00,+0.0082,+0.0038,-0.0406,+0.0038,0.0014,0.6000,0.0014,pid
108,0.00,+0.0091,+0.0044,-0.0469,+0.0044,0.0012,0.6000,0.0012,pid
109,0.00,+0.0098,+0.0031,-0.0406,+0.0031,0.0011,0.6000,0.0011,pid
110,0.00,+0.0052,+0.0042,-0.0453,+0.0042,0.0011,0.6000,0.0011,pid
111,0.00,+0.0071,+0.0036,-0.0437,+0.0036,0.0011,0.6000,0.0011,pid
112,0.00,+0.0083,+0.0043,-0.0484,+0.0043,0.0012,0.6000,0.0012,pid
113,0.00,+0.0072,+0.0030,-0.0406,+0.0030,0.0013,0.6000,0.0013,pid
114,0.00,+0.0061,+0.0040,-0.0437,+0.0040,0.0012,0.6000,0.0012,pid
115,0.00,+0.0069,+0.0032,-0.0391,+0.0032,0.0013,0.6000,0.0013,pid
